41.506,27,29,2808,10693
40.095,28,29,2545,10790
40.833,29,34,2843,11940
40.003,31,31,2948,11651
40.173,27,27,2851,11751
40.029,27,26,2657,10655
39.997,28,28,2849,11004
40.324,30,28,2876,11689
40.584,29,28,2756,11797
40.161,29,27,2924,11045
41.554,30,30,2929,11114
40.977,31,31,2672,10642
40.601,33,28,2829,10840
41.398,29,27,2623,10718
40.725,30,26,2849,11373
41.435,28,30,2933,11890
41.034,27,30,2920,11496
40.677,29,29,2964,10811
40.981,27,29,2833,10657
39.994,27,27,2684,10946
40.489,29,27,2695,10689
39.924,31,30,2992,10861
39.934,33,29,2869,11916
40.207,29,32,2989,10723
40.651,30,30,2556,10970
40.356,29,30,2828,10603
40.665,28,30,3001,11207
39.955,29,29,2961,10758
39.986,27,27,2707,11446
40.791,31,32,2606,10423
40.299,32,34,2606,10939
40.483,31,36,2646,10382
40.923,32,34,2683,10234
40.749,31,38,2723,10793
40.482,29,28,2646,10745
40.343,28,30,2698,10409
40.893,32,31,2763,10784
40.884,32,32,2710,10804
40.644,31,31,2750,10798
40.149,31,30,2827,10904
40.841,30,32,2920,11846
40.001,29,31,2943,11778
40.132,28,34,2735,10867
40.581,31,30,2904,11724
40.134,30,29,2804,10608
40.442,30,31,2797,10806
40.244,30,30,2949,11693
41.474,31,33,2759,11481
40.791,31,32,2800,11795
40.713,32,32,2884,10646
41.299,29,30,2748,11731
40.749,30,31,2948,11651
41.543,29,29,2851,11751
41.224,28,30,2657,10655
40.714,29,29,2849,11004
40.781,28,38,2876,11689
40.125,28,31,2756,11797
40.683,29,31,2646,11802
39.912,32,35,2646,11852
40.008,32,35,2646,11905
40.124,31,30,2723,10744
40.801,30,29,2566,10852
40.191,31,29,2606,11952
40.633,29,30,2882,11842
40.799,32,32,2799,11803
40.783,30,31,2796,11802
40.284,30,32,2803,10838
40.893,31,33,2990,11689
40.138,28,32,2995,11021
40.834,31,30,2898,10908
40.687,28,39,2782,11088
40.784,29,30,2919,11842
40.749,30,34,2683,10952
40.148,32,31,2723,11822
40.793,31,39,2646,10790
40.852,30,29,2698,11805
40.089,29,31,2683,10693
40.212,30,32,2723,10790
40.091,30,32,2646,11608
40.082,31,34,2698,10805
40.611,29,38,2763,11505
40.342,31,31,2710,11808
40.213,31,32,2750,10905
40.099,32,39,2827,10698
40.022,30,38,2606,10681
40.834,29,35,2606,11845
40.382,28,38,2763,10947
40.021,31,31,2646,11200
40.049,30,30,2683,11208
40.089,28,32,2845,11809
40.121,29,33,2952,11075
40.012,30,32,2809,11844
40.023,31,32,2823,11788
40.081,30,31,2849,11841
40.788,32,28,2750,10790
40.792,30,29,2827,11608
40.372,31,28,2606,10641
40.432,32,30,2606,10687
40.788,30,30,2763,10826
40.491,30,31,2646,10733
40.734,29,32,2683,10812
40.208,30,30,2646,10641
40.192,31,31,2682,11793
40.424,30,30,2880,10988
40.045,31,32,2991,11892
40.883,32,31,2779,10998
39.003,31,30,2944,10716
40.524,32,31,2924,10776
40.001,32,32,2929,11656
41.616,31,31,3021,10759
40.155,31,31,2989,11544
40.815,29,29,2935,11776
39.368,28,29,2899,10885
40.935,30,29,2786,10667
40.613,30,29,2892,11801
40.057,31,31,2983,10913
40.196,28,29,2954,10683
40.228,32,34,2630,10701
40.973,29,27,2334,11822
40.484,28,29,2652,10967
39.891,31,29,2796,11173
40.773,30,31,2666,11183
40.474,32,30,2825,11816
40.504,32,32,2796,10933
40.866,30,33,2816,10108
40.548,29,28,2990,10105
40.807,28,29,2460,10752
40.227,31,31,2908,10618
40.097,32,32,2927,11654
40.054,27,27,2540,10608
40.124,28,27,2650,10600
40.279,28,28,2779,10667
40.395,28,28,2789,10671
40.067,28,27,2676,10646
40.244,31,30,2930,10585
40.124,31,31,2949,11736
40.051,28,28,2815,10670
40.548,28,27,2789,11667
40.406,27,26,2623,11935
40.262,29,30,2806,10848
40.114,31,30,2792,11969
40.023,29,29,2840,10673
40.105,30,29,2812,11987
40.448,28,28,2652,10727
40.145,28,28,2585,10644
40.116,31,30,2709,10660
40.155,29,28,2607,10647
40.079,28,29,2715,10691
40.128,28,29,2693,10853
39.979,29,28,2597,10608
40.051,29,28,2667,10600
40.109,28,27,2540,10667
40.767,32,27,2650,10671
