2017-04-14 22:06:40.052,
2017-04-14 22:16:40.790,
2017-04-14 22:26:42.171,
2017-04-14 22:36:43.512,
2017-04-14 22:46:45.621,
2017-04-14 22:56:45.845,
2017-04-14 23:06:46.838,
2017-04-14 23:16:48.961,
2017-04-14 23:26:49.312,
2017-04-14 23:36:49.916,
2017-04-14 23:46:51.137,
2017-04-14 23:56:51.468,
2017-04-15 00:06:52.593,
2017-04-15 00:16:52.109,
2017-04-15 00:26:52.164,
2017-04-15 00:36:52.200,
2017-04-15 00:46:52.135,
2017-04-15 00:56:53.779,
2017-04-15 01:06:55.165,
2017-04-15 01:16:55.347,
2017-04-15 01:26:55.402,
2017-04-15 01:36:57.196,
2017-04-15 01:46:59.202,
2017-04-15 01:57:00.359,
2017-04-15 02:07:01.072,
2017-04-15 02:17:01.199,
2017-04-15 02:27:02.855,
2017-04-15 02:37:03.127,
2017-04-15 02:47:03.528,
2017-04-15 02:57:04.694,
2017-04-15 03:07:05.080,
2017-04-15 03:17:05.964,
2017-04-15 03:27:06.236,
2017-04-15 03:37:08.873,
2017-04-15 03:47:08.034,
2017-04-15 03:57:10.539,
2017-04-15 04:07:11.118,
2017-04-15 04:17:13.380,
2017-04-15 04:27:13.597,
2017-04-15 04:37:15.539,
2017-04-15 04:47:17.719,
2017-04-15 04:57:19.582,
2017-04-15 05:07:19.109,
2017-04-15 05:17:21.022,
2017-04-15 05:27:21.649,
2017-04-15 05:37:23.033,
2017-04-15 05:47:24.315,
2017-04-15 05:57:25.297,
2017-04-15 06:07:27.740,
2017-04-15 06:17:29.305,
2017-04-15 06:27:30.096,
2017-04-15 06:37:32.915,
2017-04-15 06:47:32.932,
2017-04-15 06:57:33.238,
2017-04-15 07:07:33.387,
2017-04-15 07:17:33.902,
2017-04-15 07:27:35.220,
2017-04-15 07:37:36.032,
2017-04-15 07:47:38.898,
2017-04-15 07:57:38.671,
2017-04-15 08:07:40.475,
2017-04-15 08:17:40.981,
2017-04-15 08:27:42.702,
2017-04-15 08:37:43.693,
2017-04-15 08:47:43.154,
2017-04-15 08:57:44.922,
2017-04-15 09:07:46.547,
2017-04-15 09:17:46.816,
2017-04-15 09:27:48.485,
2017-04-15 09:37:48.712,
2017-04-15 09:47:50.536,
2017-04-15 09:57:51.331,
2017-04-15 10:07:52.450,
2017-04-15 10:17:54.791,
2017-04-15 10:27:56.770,
2017-04-15 10:37:56.600,
2017-04-15 10:47:58.519,
2017-04-15 10:57:59.387,
2017-04-15 11:07:59.860,
2017-04-15 11:18:01.017,
2017-04-15 11:28:01.783,
2017-04-15 11:38:03.616,
2017-04-15 11:48:05.128,
2017-04-15 11:58:07.161,
2017-04-15 12:08:07.839,
2017-04-15 12:18:09.191,
2017-04-15 12:28:10.839,
2017-04-15 12:38:11.836,
2017-04-15 12:48:12.590,
2017-04-15 12:58:12.342,
2017-04-15 13:08:12.442,
2017-04-15 13:18:12.310,
2017-04-15 13:28:14.524,
2017-04-15 13:38:16.535,
2017-04-15 13:48:18.483,
2017-04-15 13:58:19.103,
2017-04-15 14:08:20.195,
2017-04-15 14:18:21.597,
2017-04-15 14:28:22.504,
2017-04-15 14:38:22.642,
2017-04-15 14:48:22.984,
2017-04-15 14:58:23.422,
2017-04-15 15:08:24.059,
2017-04-15 15:18:26.817,
2017-04-15 15:28:28.590,
2017-04-15 15:38:30.715,
2017-04-15 15:48:31.454,
2017-04-15 15:58:33.698,
2017-04-15 16:08:35.779,
2017-04-15 16:18:35.067,
2017-04-15 16:28:35.490,
2017-04-15 16:38:36.881,
2017-04-15 16:48:36.593,
2017-04-15 16:58:38.713,
2017-04-15 17:08:38.940,
2017-04-15 17:18:38.144,
2017-04-15 17:28:39.244,
2017-04-15 17:38:39.100,
2017-04-15 17:48:41.530,
2017-04-15 17:58:42.658,
2017-04-15 18:08:44.781,
2017-04-15 18:18:46.857,
2017-04-15 18:28:47.102,
2017-04-15 18:38:47.918,
2017-04-15 18:48:49.140,
2017-04-15 18:58:50.496,
2017-04-15 19:08:50.859,
2017-04-15 19:18:50.020,
2017-04-15 19:28:51.559,
2017-04-15 19:38:51.254,
2017-04-15 19:48:51.145,
2017-04-15 19:58:53.776,
2017-04-15 20:08:54.670,
2017-04-15 20:18:54.045,
2017-04-15 20:28:56.146,
2017-04-15 20:38:56.024,
2017-04-15 20:48:57.428,
2017-04-15 20:58:57.515,
2017-04-15 21:08:59.788,
2017-04-15 21:19:01.117,
2017-04-15 21:29:03.771,
2017-04-15 21:39:04.911,
2017-04-15 21:49:05.047,
2017-04-15 21:59:06.788,
2017-04-15 22:09:08.721,
2017-04-15 22:19:08.458,
2017-04-15 22:29:10.793,
2017-04-15 22:39:10.255,
2017-04-15 22:49:10.111,
2017-04-15 22:59:10.015,
2017-04-15 23:09:11.356,
2017-04-15 23:19:11.537,
2017-04-15 23:29:12.921,
2017-04-15 23:39:12.372,
2017-04-15 23:49:14.838,
2017-04-15 23:59:14.991,
2017-04-16 00:09:16.158,
2017-04-16 00:19:18.945,
2017-04-16 00:29:20.538,
2017-04-16 00:39:20.164,
2017-04-16 00:49:22.479,
2017-04-16 00:59:22.477,
2017-04-16 01:09:24.209,
2017-04-16 01:19:26.736,
2017-04-16 01:29:26.737,
2017-04-16 01:39:26.282,
2017-04-16 01:49:27.144,
2017-04-16 01:59:29.583,
2017-04-16 02:09:30.576,
2017-04-16 02:19:31.127,
2017-04-16 02:29:32.148,
2017-04-16 02:39:32.728,
2017-04-16 02:49:32.373,
2017-04-16 02:59:33.512,
2017-04-16 03:09:35.110,
2017-04-16 03:19:35.226,
2017-04-16 03:29:36.650,
2017-04-16 03:39:36.863,
2017-04-16 03:49:36.139,
2017-04-16 03:59:36.533,
2017-04-16 04:09:37.703,
2017-04-16 04:19:39.675,
2017-04-16 04:29:40.339,
2017-04-16 04:39:42.265,
2017-04-16 04:49:42.917,
2017-04-16 04:59:44.681,
2017-04-16 05:09:46.863,
2017-04-16 05:19:47.723,
2017-04-16 05:29:49.435,
2017-04-16 05:39:49.203,
2017-04-16 05:49:49.615,
2017-04-16 05:59:50.136,
2017-04-16 06:09:50.484,
2017-04-16 06:19:52.478,
2017-04-16 06:29:54.302,
2017-04-16 06:39:56.204,
2017-04-16 06:49:57.530,
2017-04-16 06:59:57.557,
2017-04-16 07:09:57.841,
2017-04-16 07:19:58.136,
2017-04-16 07:29:59.567,
2017-04-16 07:40:00.527,
2017-04-16 07:50:01.228,
2017-04-16 08:00:02.370,
2017-04-16 08:10:04.542,
2017-04-16 08:20:06.561,
2017-04-16 08:30:07.002,
2017-04-16 08:40:08.776,
2017-04-16 08:50:10.400,
2017-04-16 09:00:10.461,
2017-04-16 09:10:11.969,
2017-04-16 09:20:12.061,
2017-04-16 09:30:13.897,
2017-04-16 09:40:15.721,
2017-04-16 09:50:16.793,
2017-04-16 10:00:17.553,
2017-04-16 10:10:19.027,
2017-04-16 10:20:21.494,
2017-04-16 10:30:21.036,
2017-04-16 10:40:22.623,
2017-04-16 10:50:24.141,
2017-04-16 11:00:25.088,
2017-04-16 11:10:27.234,
2017-04-16 11:20:27.333,
2017-04-16 11:30:29.470,
2017-04-16 11:40:30.689,
2017-04-16 11:50:31.812,
2017-04-16 12:00:31.939,
2017-04-16 12:10:32.721,
2017-04-16 12:20:33.153,
2017-04-16 12:30:34.869,
2017-04-16 12:40:34.930,
2017-04-16 12:50:35.491,
2017-04-16 13:00:36.856,
2017-04-16 13:10:36.992,
2017-04-16 13:20:36.458,
2017-04-16 13:30:37.368,
2017-04-16 13:40:39.628,
2017-04-16 13:50:40.763,
2017-04-16 14:00:42.588,
2017-04-16 14:10:43.107,
2017-04-16 14:20:43.673,
2017-04-16 14:30:45.380,
2017-04-16 14:40:46.982,
2017-04-16 14:50:46.976,
2017-04-16 15:00:46.319,
2017-04-16 15:10:48.545,
2017-04-16 15:20:48.446,
2017-04-16 15:30:48.025,
2017-04-16 15:40:48.916,
2017-04-16 15:50:50.486,
2017-04-16 16:00:51.502,
2017-04-16 16:10:51.977,
2017-04-16 16:20:52.808,
2017-04-16 16:30:54.443,
2017-04-16 16:40:56.325,
2017-04-16 16:50:56.027,
2017-04-16 17:00:57.823,
2017-04-16 17:10:58.314,
2017-04-16 17:20:58.213,
2017-04-16 17:31:00.996,
2017-04-16 17:41:01.840,
2017-04-16 17:51:03.486,
2017-04-16 18:01:03.282,
2017-04-16 18:11:04.293,
2017-04-16 18:21:05.233,
2017-04-16 18:31:05.277,
2017-04-16 18:41:07.986,
2017-04-16 18:51:09.570,
2017-04-16 19:01:10.346,
2017-04-16 19:11:12.896,
2017-04-16 19:21:13.268,
2017-04-16 19:31:13.022,
2017-04-16 19:41:15.034,
2017-04-16 19:51:17.952,
2017-04-16 20:01:18.979,
2017-04-16 20:11:20.484,
2017-04-16 20:21:21.194,
2017-04-16 20:31:21.458,
2017-04-16 20:41:23.185,
2017-04-16 20:51:25.027,
2017-04-16 21:01:25.235,
2017-04-16 21:11:25.210,
2017-04-16 21:21:26.911,
2017-04-16 21:31:26.721,
2017-04-16 21:41:26.497,
2017-04-16 21:51:28.634,
2017-04-16 22:01:28.244,
2017-04-16 22:11:30.913,
2017-04-16 22:21:31.345,
2017-04-16 22:31:33.878,
2017-04-16 22:41:34.518,
2017-04-16 22:51:35.848,
2017-04-16 23:01:35.036,
2017-04-16 23:11:36.189,
2017-04-16 23:21:38.762,
2017-04-16 23:31:40.344,
2017-04-16 23:41:40.225,
2017-04-16 23:51:42.571,
2017-04-17 00:01:42.686,
2017-04-17 00:11:42.099,
2017-04-17 00:21:44.261,
2017-04-17 00:31:46.005,
2017-04-17 00:41:46.741,
2017-04-17 00:51:48.136,
2017-04-17 01:01:50.489,
2017-04-17 01:11:50.116,
2017-04-17 01:21:52.728,
2017-04-17 01:31:53.072,
2017-04-17 01:41:55.975,
2017-04-17 01:51:57.337,
2017-04-17 02:01:58.181,
2017-04-17 02:11:59.086,
2017-04-17 02:22:00.587,
2017-04-17 02:32:01.896,
2017-04-17 02:42:01.302,
2017-04-17 02:52:03.161,
2017-04-17 03:02:04.080,
2017-04-17 03:12:05.773,
2017-04-17 03:22:06.789,
2017-04-17 03:32:08.612,
2017-04-17 03:42:09.275,
2017-04-17 03:52:10.638,
2017-04-17 04:02:11.397,
2017-04-17 04:12:11.119,
2017-04-17 04:22:11.675,
2017-04-17 04:32:13.461,
2017-04-17 04:42:14.842,
2017-04-17 04:52:15.263,
2017-04-17 05:02:16.557,
2017-04-17 05:12:17.407,
2017-04-17 05:22:18.858,
2017-04-17 05:32:18.128,
2017-04-17 05:42:20.439,
2017-04-17 05:52:21.464,
2017-04-17 06:02:23.163,
2017-04-17 06:12:25.859,
2017-04-17 06:22:27.509,
2017-04-17 06:32:28.442,
2017-04-17 06:42:29.559,
2017-04-17 06:52:29.630,
2017-04-17 07:02:31.722,
2017-04-17 07:12:33.442,
2017-04-17 07:22:34.342,
2017-04-17 07:32:36.699,
2017-04-17 07:42:36.569,
2017-04-17 07:52:38.464,
2017-04-17 08:02:40.027,
2017-04-17 08:12:41.422,
2017-04-17 08:22:43.197,
2017-04-17 08:32:44.046,
2017-04-17 08:42:46.667,
2017-04-17 08:52:47.799,
2017-04-17 09:02:49.754,
2017-04-17 09:12:50.434,
2017-04-17 09:22:50.858,
2017-04-17 09:32:51.251,
2017-04-17 09:42:53.211,
2017-04-17 09:52:55.850,
2017-04-17 10:02:57.752,
2017-04-17 10:12:58.805,
2017-04-17 10:23:00.655,
2017-04-17 10:33:01.453,
2017-04-17 10:43:02.565,
2017-04-17 10:53:04.852,
2017-04-17 11:03:04.466,
2017-04-17 11:13:05.123,
2017-04-17 11:23:06.156,
2017-04-17 11:33:08.661,
2017-04-17 11:43:10.867,
2017-04-17 11:53:10.280,
2017-04-17 12:03:11.863,
2017-04-17 12:13:12.659,
2017-04-17 12:23:12.226,
2017-04-17 12:33:13.980,
2017-04-17 12:43:15.410,
2017-04-17 12:53:15.355,
2017-04-17 13:03:15.111,
2017-04-17 13:13:17.452,
2017-04-17 13:23:19.389,
2017-04-17 13:33:20.791,
2017-04-17 13:43:21.555,
2017-04-17 13:53:22.341,
2017-04-17 14:03:23.893,
2017-04-17 14:13:25.327,
2017-04-17 14:23:27.802,
2017-04-17 14:33:28.191,
2017-04-17 14:43:28.139,
2017-04-17 14:53:29.444,
2017-04-17 15:03:29.711,
2017-04-17 15:13:30.399,
2017-04-17 15:23:31.913,
2017-04-17 15:33:31.890,
