2017-04-09 07:56:40.682,
2017-04-09 08:06:40.552,
2017-04-09 08:16:42.556,
2017-04-09 08:26:42.334,
2017-04-09 08:36:42.594,
2017-04-09 08:46:42.420,
2017-04-09 08:56:42.471,
2017-04-09 09:06:43.264,
2017-04-09 09:16:44.375,
2017-04-09 09:26:44.873,
2017-04-09 09:36:46.759,
2017-04-09 09:46:47.995,
2017-04-09 09:56:49.720,
2017-04-09 10:06:50.303,
2017-04-09 10:16:51.159,
2017-04-09 10:26:52.349,
2017-04-09 10:36:53.063,
2017-04-09 10:46:55.132,
2017-04-09 10:56:57.143,
2017-04-09 11:06:59.630,
2017-04-09 11:17:00.049,
2017-04-09 11:27:00.253,
2017-04-09 11:37:01.773,
2017-04-09 11:47:03.306,
2017-04-09 11:57:04.037,
2017-04-09 12:07:05.697,
2017-04-09 12:17:07.246,
2017-04-09 12:27:09.269,
2017-04-09 12:37:10.983,
2017-04-09 12:47:11.234,
2017-04-09 12:57:12.503,
2017-04-09 13:07:14.689,
2017-04-09 13:17:14.836,
2017-04-09 13:27:16.889,
2017-04-09 13:37:16.639,
2017-04-09 13:47:16.421,
2017-04-09 13:57:16.274,
2017-04-09 14:07:16.561,
2017-04-09 14:17:18.544,
2017-04-09 14:27:20.899,
2017-04-09 14:37:20.751,
2017-04-09 14:47:22.730,
2017-04-09 14:57:23.640,
2017-04-09 15:07:25.317,
2017-04-09 15:17:25.924,
2017-04-09 15:27:25.471,
2017-04-09 15:37:25.486,
2017-04-09 15:47:25.050,
2017-04-09 15:57:27.333,
2017-04-09 16:07:29.653,
2017-04-09 16:17:29.811,
2017-04-09 16:27:31.013,
2017-04-09 16:37:33.453,
2017-04-09 16:47:34.836,
2017-04-09 16:57:34.147,
2017-04-09 17:07:34.283,
2017-04-09 17:17:36.683,
2017-04-09 17:27:38.896,
2017-04-09 17:37:39.365,
2017-04-09 17:47:39.651,
2017-04-09 17:57:39.116,
2017-04-09 18:07:39.772,
2017-04-09 18:17:40.986,
2017-04-09 18:27:40.276,
2017-04-09 18:37:41.762,
2017-04-09 18:47:43.644,
2017-04-09 18:57:44.709,
2017-04-09 19:07:44.362,
2017-04-09 19:17:44.288,
2017-04-09 19:27:46.512,
2017-04-09 19:37:46.637,
2017-04-09 19:47:46.334,
2017-04-09 19:57:48.160,
2017-04-09 20:07:48.699,
2017-04-09 20:17:49.796,
2017-04-09 20:27:49.518,
2017-04-09 20:37:49.825,
2017-04-09 20:47:49.867,
2017-04-09 20:57:49.113,
2017-04-09 21:07:50.483,
2017-04-09 21:17:51.425,
2017-04-09 21:27:52.152,
2017-04-09 21:37:54.841,
2017-04-09 21:47:54.001,
2017-04-09 21:57:56.416,
2017-04-09 22:07:58.565,
2017-04-09 22:18:00.660,
2017-04-09 22:28:00.429,
2017-04-09 22:38:01.481,
2017-04-09 22:48:02.050,
2017-04-09 22:58:03.480,
2017-04-09 23:08:04.894,
2017-04-09 23:18:06.211,
2017-04-09 23:28:06.821,
2017-04-09 23:38:07.256,
2017-04-09 23:48:09.904,
2017-04-09 23:58:10.488,
2017-04-10 00:08:12.520,
2017-04-10 00:18:13.275,
2017-04-10 00:28:14.811,
2017-04-10 00:38:14.386,
2017-04-10 00:48:14.449,
2017-04-10 00:58:16.979,
2017-04-10 01:08:16.923,
2017-04-10 01:18:18.008,
2017-04-10 01:28:20.090,
2017-04-10 01:38:20.893,
2017-04-10 01:48:22.497,
2017-04-10 01:58:23.097,
2017-04-10 02:08:23.782,
2017-04-10 02:18:24.680,
2017-04-10 02:28:26.387,
2017-04-10 02:38:27.095,
2017-04-10 02:48:28.850,
