2017-04-01 08:06:42.437,
2017-04-01 08:16:44.202,
2017-04-01 08:26:45.624,
2017-04-01 08:36:47.639,
2017-04-01 08:46:47.918,
2017-04-01 08:56:49.062,
2017-04-01 09:06:51.536,
2017-04-01 09:16:51.534,
2017-04-01 09:26:53.406,
2017-04-01 09:36:54.896,
2017-04-01 09:46:54.439,
2017-04-01 09:56:56.221,
2017-04-01 10:06:58.245,
2017-04-01 10:16:58.076,
2017-04-01 10:26:59.734,
2017-04-01 10:37:01.473,
2017-04-01 10:47:02.184,
2017-04-01 10:57:04.394,
2017-04-01 11:07:05.128,
2017-04-01 11:17:06.006,
2017-04-01 11:27:07.465,
2017-04-01 11:37:07.264,
2017-04-01 11:47:07.259,
2017-04-01 11:57:08.152,
2017-04-01 12:07:08.228,
2017-04-01 12:17:10.409,
2017-04-01 12:27:11.872,
2017-04-01 12:37:11.319,
2017-04-01 12:47:12.457,
2017-04-01 12:57:13.800,
2017-04-01 13:07:13.952,
2017-04-01 13:17:13.067,
2017-04-01 13:27:13.652,
2017-04-01 13:37:13.001,
2017-04-01 13:47:13.847,
2017-04-01 13:57:13.178,
2017-04-01 14:07:14.427,
2017-04-01 14:17:15.666,
2017-04-01 14:27:15.593,
2017-04-01 14:37:15.703,
2017-04-01 14:47:17.219,
2017-04-01 14:57:17.546,
2017-04-01 15:07:19.448,
2017-04-01 15:17:20.914,
2017-04-01 15:27:20.964,
2017-04-01 15:37:20.800,
2017-04-01 15:47:20.691,
2017-04-01 15:57:21.405,
2017-04-01 16:07:23.682,
2017-04-01 16:17:25.475,
2017-04-01 16:27:26.117,
2017-04-01 16:37:28.194,
2017-04-01 16:47:29.448,
2017-04-01 16:57:29.582,
2017-04-01 17:07:29.032,
2017-04-01 17:17:31.568,
2017-04-01 17:27:31.454,
2017-04-01 17:37:31.047,
2017-04-01 17:47:31.331,
2017-04-01 17:57:32.159,
2017-04-01 18:07:34.379,
2017-04-01 18:17:34.211,
2017-04-01 18:27:36.180,
2017-04-01 18:37:37.117,
2017-04-01 18:47:38.726,
2017-04-01 18:57:40.743,
2017-04-01 19:07:40.598,
2017-04-01 19:17:42.739,
2017-04-01 19:27:43.503,
2017-04-01 19:37:44.792,
2017-04-01 19:47:45.663,
2017-04-01 19:57:46.138,
2017-04-01 20:07:48.826,
2017-04-01 20:17:48.372,
2017-04-01 20:27:50.499,
2017-04-01 20:37:52.804,
2017-04-01 20:47:52.843,
2017-04-01 20:57:54.653,
2017-04-01 21:07:56.688,
2017-04-01 21:17:56.237,
2017-04-01 21:27:56.363,
2017-04-01 21:37:56.610,
2017-04-01 21:47:58.975,
2017-04-01 21:57:59.360,
2017-04-01 22:07:59.727,
2017-04-01 22:18:00.013,
2017-04-01 22:28:02.865,
2017-04-01 22:38:03.860,
2017-04-01 22:48:04.689,
2017-04-01 22:58:05.553,
2017-04-01 23:08:06.763,
2017-04-01 23:18:06.772,
2017-04-01 23:28:07.077,
2017-04-01 23:38:09.982,
2017-04-01 23:48:10.196,
2017-04-01 23:58:11.533,
2017-04-02 00:08:11.905,
2017-04-02 00:18:13.225,
2017-04-02 00:28:14.549,
2017-04-02 00:38:16.710,
2017-04-02 00:48:18.090,
2017-04-02 00:58:19.019,
2017-04-02 01:08:20.578,
2017-04-02 01:18:22.350,
2017-04-02 01:28:24.111,
2017-04-02 01:38:25.161,
2017-04-02 01:48:27.965,
2017-04-02 01:58:29.186,
2017-04-02 02:08:31.710,
2017-04-02 02:18:31.512,
2017-04-02 02:28:33.092,
2017-04-02 02:38:33.171,
2017-04-02 02:48:33.893,
2017-04-02 02:58:33.229,
2017-04-02 03:08:35.334,
2017-04-02 03:18:36.071,
2017-04-02 03:28:36.366,
2017-04-02 03:38:37.083,
2017-04-02 03:48:39.970,
2017-04-02 03:58:41.917,
2017-04-02 04:08:43.041,
2017-04-02 04:18:45.013,
2017-04-02 04:28:46.363,
2017-04-02 04:38:47.752,
2017-04-02 04:48:49.071,
2017-04-02 04:58:51.332,
2017-04-02 05:08:52.014,
2017-04-02 05:18:54.865,
2017-04-02 05:28:54.252,
2017-04-02 05:38:55.054,
2017-04-02 05:48:56.738,
2017-04-02 05:58:58.010,
2017-04-02 06:09:00.568,
2017-04-02 06:19:01.402,
2017-04-02 06:29:03.230,
2017-04-02 06:39:04.325,
2017-04-02 06:49:06.749,
2017-04-02 06:59:08.981,
2017-04-02 07:09:08.241,
2017-04-02 07:19:10.537,
2017-04-02 07:29:12.351,
2017-04-02 07:39:14.180,
2017-04-02 07:49:15.077,
2017-04-02 07:59:17.625,
2017-04-02 08:09:19.493,
2017-04-02 08:19:20.267,
2017-04-02 08:29:20.156,
2017-04-02 08:39:22.688,
