41.506,27,29,2808,10693,1
40.095,28,29,2545,10790,1
40.833,29,34,2843,11940,1
40.003,31,31,2948,11651,1
40.173,27,27,2851,11751,1
40.029,27,26,2657,10655,1
39.997,28,28,2849,11004,1
40.324,30,28,2876,11689,1
40.584,29,28,2756,11797,1
40.161,29,27,2924,11045,1
41.554,30,30,2929,11114,1
40.977,31,31,2672,10642,1
40.601,33,28,2829,10840,1
41.398,29,27,2623,10718,1
40.725,30,26,2849,11373,1
41.435,28,30,2933,11890,1
41.034,27,30,2920,11496,1
40.677,29,29,2964,10811,1
40.981,27,29,2833,10657,1
39.994,27,27,2684,10946,1
40.489,29,27,2695,10689,1
39.924,31,30,2992,10861,1
39.934,33,29,2869,11916,1
40.207,29,32,2989,10723,1
40.651,30,30,2556,10970,1
40.356,29,30,2828,10603,1
40.665,28,30,3001,11207,1
39.955,29,29,2961,10758,1
39.986,27,27,2707,11446,1
40.791,31,32,2606,10423,1
40.299,32,34,2606,10939,1
40.483,31,36,2646,10382,1
40.923,32,34,2683,10234,1
40.749,31,38,2723,10793,1
40.482,29,28,2646,10745,1
40.343,28,30,2698,10409,1
40.893,32,31,2763,10784,1
40.884,32,32,2710,10804,1
40.644,31,31,2750,10798,1
40.149,31,30,2827,10904,1
40.841,30,32,2920,11846,1
40.001,29,31,2943,11778,1
40.132,28,34,2735,10867,1
40.581,31,30,2904,11724,1
40.134,30,29,2804,10608,1
40.442,30,31,2797,10806,1
40.244,30,30,2949,11693,1
41.474,31,33,2759,11481,1
40.791,31,32,2800,11795,1
40.713,32,32,2884,10646,1
41.299,29,30,2748,11731,1
40.749,30,31,2948,11651,1
41.543,29,29,2851,11751,1
41.224,28,30,2657,10655,1
40.714,29,29,2849,11004,1
40.781,28,38,2876,11689,1
40.125,28,31,2756,11797,1
40.683,29,31,2646,11802,1
39.912,32,35,2646,11852,1
40.008,32,35,2646,11905,1
40.124,31,30,2723,10744,1
40.801,30,29,2566,10852,1
40.191,31,29,2606,11952,1
40.633,29,30,2882,11842,1
40.799,32,32,2799,11803,1
40.783,30,31,2796,11802,1
40.284,30,32,2803,10838,1
40.893,31,33,2990,11689,1
40.138,28,32,2995,11021,1
40.834,31,30,2898,10908,1
40.687,28,39,2782,11088,1
40.784,29,30,2919,11842,1
40.749,30,34,2683,10952,1
40.148,32,31,2723,11822,1
40.793,31,39,2646,10790,1
40.852,30,29,2698,11805,1
40.089,29,31,2683,10693,1
40.212,30,32,2723,10790,1
40.091,30,32,2646,11608,1
40.082,31,34,2698,10805,1
40.611,29,38,2763,11505,1
40.342,31,31,2710,11808,1
40.213,31,32,2750,10905,1
40.099,32,39,2827,10698,1
40.022,30,38,2606,10681,1
40.834,29,35,2606,11845,1
40.382,28,38,2763,10947,1
40.021,31,31,2646,11200,1
40.049,30,30,2683,11208,1
40.089,28,32,2845,11809,1
40.121,29,33,2952,11075,1
40.012,30,32,2809,11844,1
40.023,31,32,2823,11788,1
40.081,30,31,2849,11841,1
40.788,32,28,2750,10790,1
40.792,30,29,2827,11608,1
40.372,31,28,2606,10641,1
40.432,32,30,2606,10687,1
40.788,30,30,2763,10826,1
40.491,30,31,2646,10733,1
40.734,29,32,2683,10812,1
40.208,30,30,2646,10641,1
40.192,31,31,2682,11793,1
40.424,30,30,2880,10988,1
40.045,31,32,2991,11892,1
40.883,32,31,2779,10998,1
39.003,31,30,2944,10716,1
40.524,32,31,2924,10776,1
40.001,32,32,2929,11656,1
41.616,31,31,3021,10759,1
40.155,31,31,2989,11544,1
40.815,29,29,2935,11776,1
39.368,28,29,2899,10885,1
40.935,30,29,2786,10667,1
40.613,30,29,2892,11801,1
40.057,31,31,2983,10913,1
40.196,28,29,2954,10683,1
40.228,32,34,2630,10701,1
40.973,29,27,2334,11822,1
40.484,28,29,2652,10967,1
39.891,31,29,2796,11173,1
40.773,30,31,2666,11183,1
40.474,32,30,2825,11816,1
40.504,32,32,2796,10933,1
40.866,30,33,2816,10108,1
40.548,29,28,2990,10105,1
40.807,28,29,2460,10752,1
40.227,31,31,2908,10618,1
40.097,32,32,2927,11654,1
40.054,27,27,2540,10608,1
40.124,28,27,2650,10600,1
40.279,28,28,2779,10667,1
40.395,28,28,2789,10671,1
40.067,28,27,2676,10646,1
40.244,31,30,2930,10585,1
40.124,31,31,2949,11736,1
40.051,28,28,2815,10670,1
40.548,28,27,2789,11667,1
40.406,27,26,2623,11935,1
40.262,29,30,2806,10848,1
40.114,31,30,2792,11969,1
40.023,29,29,2840,10673,1
40.105,30,29,2812,11987,1
40.448,28,28,2652,10727,1
40.145,28,28,2585,10644,1
40.116,31,30,2709,10660,1
40.155,29,28,2607,10647,1
40.079,28,29,2715,10691,1
40.128,28,29,2693,10853,1
39.979,29,28,2597,10608,1
40.051,29,28,2667,10600,1
40.109,28,27,2540,10667,1
40.767,32,27,2650,10671,1
40.324,30,28,2779,10646,1
40.584,29,28,2789,10585,1
40.161,29,27,2676,11736,1
41.554,30,30,2930,10670,1
40.977,31,31,2949,11667,1
40.601,33,28,2815,11935,1
41.398,29,27,2789,10848,1
40.725,30,26,2623,11969,1
41.435,28,30,2806,10673,1
41.034,27,30,2792,11710,1
40.677,29,29,2840,11872,1
40.981,27,29,2883,11710,1
39.994,27,27,2712,11872,1
40.489,29,27,2681,11068,1
39.924,31,30,2924,11889,1
39.934,33,29,2860,11890,1
40.207,29,32,2893,10764,1
40.651,30,30,2868,10856,1
40.356,29,30,2901,11957,1
40.665,28,30,2942,11845,1
40.772,32,31,2946,11815,1
40.842,30,30,2902,11849,1
40.281,31,28,2707,10874,1
40.801,30,28,2882,11706,1
40.072,27,27,2736,10662,1
40.886,31,28,2818,10816,1
40.807,28,31,3004,11675,1
40.227,28,31,2905,11868,1
40.097,30,32,2691,10963,1
40.105,32,31,2721,11823,1
40.667,31,39,2647,10758,1
40.364,29,29,2699,11821,1
40.193,28,30,2677,10715,1
40.035,30,32,2717,10797,1
40.364,27,27,2670,11858,1
40.193,29,29,2777,10878,1
40.035,30,30,2837,11951,1
40.036,29,30,2885,10726,1
40.862,29,29,2895,11771,1
40.588,31,32,2955,10825,1
39.966,31,31,2983,11630,1
40.778,31,31,2988,10769,1
40.859,31,31,2991,11482,1
40.141,29,30,2874,11779,1
40.336,29,29,2803,10887,1
40.039,30,29,2761,10737,1
40.131,28,29,2790,10682,1
40.122,29,30,2673,11858,1
39.928,31,30,2761,10984,1
40.121,29,29,2834,11233,1
40.028,29,29,2929,11166,1
40.524,30,31,2803,11772,1
40.466,32,28,2598,10617,1
40.304,31,29,2598,10704,1
40.856,30,29,2750,10806,1
40.686,30,31,2646,10743,1
40.645,27,32,2674,10839,1
40.077,29,30,2649,10658,1
40.016,31,31,2674,11825,1
40.491,30,31,2889,10983,1
40.011,31,31,2981,11871,1
40.714,33,31,2779,10977,1
38.959,27,34,2861,11040,1
40.429,28,31,2935,11827,1
39.865,32,31,2983,10935,1
41.632,27,29,2801,10694,1
40.282,28,28,2537,10777,1
40.809,28,33,2790,11599,1
39.038,29,31,2780,10821,1
40.947,27,38,2910,11509,1
40.742,29,28,2894,11810,1
40.243,30,30,3003,10919,1
40.094,30,28,2944,10681,1
40.017,31,33,2621,10688,1
41.241,29,27,2336,11826,1
40.318,28,28,2655,10931,1
38.967,30,30,2790,11223,1
40.815,31,30,2678,11184,1
40.596,31,31,2821,11806,1
40.429,29,32,2798,10945,1
40.953,32,33,2808,10121,1
40.748,29,28,3016,10093,1
41.039,28,30,2460,10806,1
40.112,29,28,2704,10173,1
40.686,31,28,1995,10027,1
40.928,30,29,2672,10406,1
40.617,32,35,2782,10881,1
40.988,28,35,2550,10048,1
40.172,27,37,2894,10034,1
40.691,32,29,2958,10843,1
40.715,31,37,2621,10065,1
40.237,30,34,2543,10076,1
40.672,30,35,2638,10905,1
40.005,30,30,2912,10601,1
40.973,30,32,2604,10439,1
40.153,31,32,2600,10914,1
40.331,31,35,2658,10355,1
40.207,29,32,2989,10723,1
40.651,30,30,2556,10970,1
40.356,29,30,2828,10603,1
40.665,28,30,3001,11207,1
41.035,32,31,2769,10809,1
40.731,31,30,2719,10825,1
40.768,30,30,2755,10798,1
40.061,31,28,2816,10893,1
41.026,29,33,2599,10645,1
40.157,28,30,2606,10988,1
40.299,27,35,2763,10583,1
40.739,31,30,2937,11928,1
39.971,30,29,2848,11835,1
40.476,30,31,2763,10708,1
40.292,30,30,2606,11021,1
41.384,31,32,2606,10908,1
40.666,31,31,2646,11088,1
40.668,31,32,3006,11036,1
41.221,27,31,2833,11834,1
40.637,30,30,2614,11913,1
41.577,29,30,2612,10733,1
41.073,27,30,2776,10819,1
40.814,29,28,2647,11970,1
40.981,28,38,2682,11837,1
39.961,28,30,2644,11820,1
40.651,30,30,2645,11819,1
39.823,31,34,2652,11871,1
40.083,33,33,2655,11871,1
40.059,32,29,2709,10758,1
40.821,28,29,2558,10879,1
40.059,30,29,2616,11949,1
40.756,28,29,2879,11852,1
40.747,31,32,2790,11831,1
40.675,29,30,2792,11798,1
40.197,30,30,2796,10840,1
40.909,31,32,2982,11672,1
40.267,27,32,3003,10991,1
40.878,30,29,2898,10900,1
40.755,28,38,2776,11078,1
40.621,29,29,2925,11844,1
40.658,29,33,2690,10983,1
40.112,32,31,2710,11792,1
40.818,30,39,2657,10784,1
40.919,31,28,2685,11792,1
40.135,28,31,2694,10702,1
40.028,29,32,2736,10810,1
39.925,29,31,2651,11609,1
40.076,30,34,2688,10835,1
40.428,28,38,2767,11511,1
40.142,30,30,2719,11832,1
40.035,29,30,2744,10930,1
39.999,33,37,2839,10668,1
40.184,30,39,2612,10684,1
40.853,28,35,2608,11839,1
40.512,27,38,2762,10965,1
39.895,29,30,2654,11168,1
40.155,28,29,2682,11239,1
40.186,27,31,2847,11775,1
40.264,29,33,2961,11101,1
40.102,30,30,2745,10681,1
40.126,31,34,2710,11845,1
39.989,31,32,2803,10947,1
40.664,30,32,2858,11200,1
40.839,29,33,2893,11208,1
40.441,31,38,2845,11809,1
40.609,33,37,3712,10919,1
40.587,29,30,2769,10795,1
40.481,29,31,2655,10762,1
40.868,29,31,2676,10817,1
40.278,29,29,2648,10664,1
40.256,31,30,2686,11767,1
40.344,31,29,2885,10982,1
39.981,31,32,2999,11886,1
41.077,31,30,2791,11019,1
40.094,29,38,2743,11724,1
40.042,31,34,2922,11644,1
40.105,28,35,2892,11725,1
40.042,32,35,2689,10698,1
40.046,31,38,2890,10982,1
40.036,30,29,2906,11732,1
40.094,29,38,2782,11842,1
40.042,31,34,2790,10634,1
40.105,28,35,2802,11640,1
40.053,27,31,2644,11894,1
40.091,29,32,2804,10836,1
40.023,29,34,2843,11940,1
40.039,31,30,2890,10689,1
40.049,32,30,2904,11743,1
40.035,27,34,2689,11844,1
40.081,30,31,2645,11047,1
40.032,31,39,2904,11852,1
40.046,30,29,2893,11905,1
40.037,29,31,2952,10744,1
40.158,28,32,2899,10852,1
40.848,28,32,2750,10790,1
40.776,31,34,2827,11608,1
40.342,29,38,2606,10641,1
40.488,32,31,2606,10687,1
40.865,29,29,2763,10826,1
40.435,29,30,2651,10756,1
40.688,28,32,2681,10827,1
40.133,29,30,2652,10643,1
40.187,31,31,2691,11793,1
40.426,29,31,2875,11019,1
39.982,30,32,2983,11874,1
40.856,31,31,2790,10969,1
39.986,28,34,2875,11042,1
40.546,27,32,2928,11882,1
40.059,31,32,2992,10891,1
40.026,38,39,3701,10880,2
40.034,31,30,2848,11835,2
40.033,32,31,2937,11928,2
40.035,31,30,2848,11835,2
40.047,31,29,2763,10708,2
40.038,28,28,2606,11021,2
40.044,28,28,2606,10908,2
40.032,29,28,2646,11088,2
40.043,29,32,2999,11886,2
40.026,30,30,2791,11019,2
40.034,29,38,2743,11724,2
40.052,30,34,2922,11644,2
40.034,31,35,2892,11725,2
40.737,30,31,2689,10698,2
40.039,31,32,2890,10982,2
40.049,32,34,2906,11732,2
40.035,28,36,2782,11842,2
40.081,28,29,2606,10687,2
40.032,31,31,2763,10826,2
40.046,29,30,2646,10733,2
40.037,29,30,2683,10812,2
40.046,29,28,2646,10641,2
40.041,29,28,2646,10641,2
40.042,29,28,2646,10641,2
40.049,29,30,2646,10733,2
39.759,30,31,2723,10826,2
40.033,27,28,2566,10641,2
40.027,28,28,2606,10641,2
40.341,28,29,2784,10643,2
40.313,29,29,2803,10672,2
40.089,28,31,2694,10632,2
40.212,31,29,2901,10611,2
40.091,32,32,2953,11699,2
40.082,29,28,2790,10634,2
40.611,28,31,2802,11640,2
40.342,27,34,2644,11894,2
40.213,30,31,2804,10836,2
40.099,31,39,2843,11940,2
40.022,30,29,2890,10689,2
40.834,29,31,2904,11743,2
40.382,28,32,2689,11844,2
40.021,28,32,2645,11047,2
40.049,31,34,2904,11852,2
40.089,29,38,2893,11905,2
40.121,32,31,2952,10744,2
40.012,30,32,2899,10852,2
40.023,30,39,2865,11952,2
40.081,31,38,2894,11842,2
40.027,32,35,2968,11803,2
40.031,31,38,2894,11802,2
40.034,29,29,2753,10838,2
40.083,28,38,2857,11689,2
40.043,28,31,2763,10649,2
40.032,29,31,2845,10792,2
40.054,32,35,2952,11698,2
40.042,32,35,2809,11523,2
40.046,31,38,2823,11802,2
40.036,30,29,2849,10634,2
40.094,29,38,2743,11724,2
40.042,31,34,2922,11644,2
40.105,28,35,2892,11725,2
40.053,27,31,2689,10698,2
40.091,29,32,2890,10982,2
40.023,29,34,2906,11732,2
40.099,28,36,2782,11842,2
40.021,31,34,2904,11044,2
40.109,32,38,2953,11080,2
40.123,29,31,2635,10609,2
40.793,30,31,2780,10804,2
40.082,27,35,2636,10709,2
40.089,28,36,2845,11334,2
40.078,31,38,2966,11909,2
40.801,30,34,2904,11520,2
40.072,31,31,2954,10840,2
40.245,29,30,2835,10648,2
40.189,28,31,2734,10984,2
40.093,29,30,2702,10649,2
40.072,31,32,2934,10904,2
40.034,32,34,2889,11890,2
40.794,30,31,2934,10690,2
40.048,29,33,2554,10940,2
40.703,28,34,2788,10621,2
40.091,31,31,2950,11244,2
40.072,30,29,2945,10790,2
40.059,28,33,2758,11480,2
40.022,29,30,2702,10898,2
40.067,30,30,2951,10972,2
40.797,31,31,2850,10982,2
40.083,30,34,2985,11722,2
40.029,32,30,2994,11084,2
40.703,30,31,2895,10825,2
40.094,31,34,2959,11842,2
40.638,31,31,2979,10952,2
40.652,29,36,2751,11822,2
40.023,29,30,2702,10790,2
40.744,30,36,2926,11805,2
40.093,31,31,2984,10693,2
40.574,32,31,2955,10790,2
40.067,32,34,2982,11608,2
40.792,31,31,2978,10805,2
40.743,31,33,2992,11505,2
40.064,30,37,2909,11808,2
40.234,29,33,2845,10905,2
40.088,30,31,2813,10698,2
40.057,29,30,2745,10681,2
40.052,30,34,2710,11845,2
40.029,31,32,2803,10947,2
40.063,29,32,2858,11200,2
40.027,30,33,2893,11208,2
40.452,31,38,2845,11809,2
39.988,37,37,3712,10919,2
40.091,30,30,2903,11795,2
40.122,32,32,2980,11971,2
40.725,30,31,2814,11859,2
41.435,28,29,2735,10752,2
41.034,27,30,2605,10988,2
40.677,29,29,2639,10877,2
40.981,27,38,2616,11053,2
39.994,27,31,2690,11842,2
40.489,29,31,2691,10971,2
40.031,29,28,2607,11839,2
39.955,29,30,2736,10749,2
40.154,31,30,2746,11778,2
40.728,29,29,2663,10735,2
39.976,30,31,2795,10773,2
39.991,32,31,2874,11642,2
39.945,28,27,2561,10614,2
40.169,28,28,2583,10708,2
40.092,31,31,2715,10870,2
39.997,29,28,2599,10716,2
40.156,28,28,2685,10790,2
40.015,29,29,2594,10663,2
39.942,29,28,2633,10676,2
40.075,28,29,2661,10629,2
39.935,28,28,2594,10683,2
34.812,30,30,2744,10850,2
40.004,27,26,2554,10598,2
40.086,28,27,2561,10603,2
40.266,28,28,2836,10644,2
40.236,28,28,2847,10651,2
40.062,27,27,2735,10667,2
40.161,30,30,2911,10655,2
39.978,32,32,2943,11744,2
40.187,28,29,2823,10586,2
40.679,28,27,2777,11689,2
40.359,27,26,2694,11947,2
40.302,30,29,2822,10866,2
40.079,30,30,2787,11999,2
39.925,30,30,2922,10644,2
40.732,28,28,2955,11776,2
40.472,27,28,2662,11896,2
39.925,27,28,2621,11021,2
40.157,30,30,2863,11795,2
40.045,28,28,2939,11896,2
40.093,31,32,2985,10701,2
39.946,29,30,2857,10819,2
39.956,30,30,2848,12006,2
40.122,30,30,2864,11819,2
39.951,31,32,2967,11766,2
39.961,31,31,2848,11798,2
40.045,28,28,2746,10850,2
40.101,28,27,2822,11633,2
39.941,27,31,2900,10693,2
40.134,28,28,2844,10739,2
40.004,32,32,2935,11659,2
40.029,32,30,2869,11509,2
39.948,31,29,2812,11806,2
40.099,29,28,2652,10603,2
40.002,29,28,2585,11679,2
40.132,30,30,2709,11620,2
40.011,28,28,2607,11737,2
40.056,26,29,2715,10737,2
40.045,28,29,2693,10989,2
40.086,28,28,2597,11687,2
40.026,28,28,2760,11822,2
40.122,30,31,2876,11036,2
40.098,31,32,2970,11129,2
40.186,28,29,2608,10578,2
40.681,30,29,2767,10823,2
40.066,27,26,2678,10698,2
40.124,28,28,2874,11338,2
40.115,30,30,2934,11863,2
40.721,30,29,2897,11471,2
40.069,31,30,2898,10808,2
40.216,29,28,2865,10618,2
40.229,28,28,2701,10962,2
40.196,29,29,2692,10633,2
40.176,31,30,2886,10912,2
40.154,32,32,2904,11866,2
40.733,29,30,2882,10691,2
40.031,28,29,2543,10990,2
40.663,28,27,2816,10647,2
39.976,30,31,2945,11283,2
40.147,30,29,2943,10839,2
39.947,28,27,2705,11455,2
40.023,28,28,2703,10934,2
39.998,29,30,2915,10971,2
40.813,31,30,2856,10983,2
40.075,29,29,2943,11777,2
39.988,31,31,2960,11071,2
40.699,30,30,2856,10784,2
40.195,31,30,2953,11806,2
40.543,30,30,2957,10937,2
40.587,28,28,2750,11772,2
40.113,29,28,2706,10743,2
40.766,30,29,2903,11833,2
40.021,31,30,2944,10716,2
40.548,32,31,2924,10776,2
40.112,32,32,2929,11656,2
40.827,31,31,3021,10759,2
40.683,31,31,2989,11544,2
40.147,29,29,2935,11776,2
40.298,28,29,2899,10885,2
40.087,30,29,2786,10667,2
40.116,29,29,2780,10652,2
40.081,29,30,2727,11861,2
40.083,31,30,2754,10939,2
39.986,28,28,2892,11246,2
40.133,29,30,2901,11263,2
40.378,30,30,2843,11781,2
40.022,38,37,3684,10879,2
40.038,31,30,2793,11794,2
40.147,32,32,2985,11975,2
39.919,31,31,2879,11828,2
40.009,31,30,2753,10671,2
40.106,28,27,2574,11002,2
40.136,28,27,2555,10924,2
39.939,29,29,2675,11082,2
40.148,29,29,2654,11855,2
40.068,30,29,2738,10917,2
40.099,29,29,2593,11859,2
40.122,30,30,2702,10824,2
40.109,30,31,2806,11763,2
40.777,29,30,2752,10658,2
39.949,30,30,2780,10828,2
40.156,31,32,2851,11591,2
40.144,28,28,2593,10652,2
39.975,27,28,2606,10727,2
39.982,31,30,2761,10831,2
40.102,28,28,2672,10726,2
39.967,29,28,2701,10773,2
40.076,29,29,2658,10663,2
40.131,29,28,2682,10600,2
40.083,29,29,2610,10644,2
40.053,28,29,2631,10747,2
40.737,29,29,2744,10835,2
40.078,27,27,2572,10670,2
39.947,27,28,2578,10644,2
40.434,28,28,2830,10630,2
40.281,29,29,2770,10707,2
39.978,27,27,2713,10603,2
40.227,31,31,2908,10618,2
40.097,32,32,2927,11654,2
40.105,29,28,2828,10673,2
40.667,27,27,2766,11660,2
40.364,27,27,2670,11858,2
40.193,29,29,2777,10878,2
40.035,30,30,2837,11951,2
40.036,29,30,2885,10726,2
40.862,29,29,2895,11771,2
40.273,27,28,2669,11840,2
40.026,28,28,2612,11057,2
40.004,31,31,2900,11822,2
40.079,28,28,2844,11865,2
40.229,31,32,2935,10755,2
39.903,30,30,2869,10861,2
40.105,30,29,2812,11987,2
40.144,31,30,2878,11820,2
39.916,32,31,2920,11846,2
39.949,30,30,2943,11778,2
39.915,29,28,2735,10867,2
40.071,27,27,2904,11724,2
40.061,28,28,2804,10608,2
40.049,29,29,2797,10806,2
39.963,32,31,2949,11693,2
39.998,31,31,2759,11481,2
40.116,30,30,2800,11795,2
40.098,30,30,2884,10646,2
40.012,28,29,2748,11731,2
40.003,31,31,2948,11651,2
40.173,27,27,2851,11751,2
40.029,27,26,2657,10655,2
39.997,28,28,2849,11004,2
40.324,30,28,2876,11689,2
40.584,29,28,2756,11797,2
40.161,29,27,2924,11045,2
41.554,30,30,2929,11114,2
40.977,31,31,2672,10642,2
40.601,33,28,2829,10840,2
41.398,29,27,2623,10718,2
40.725,30,26,2849,11373,2
41.435,28,30,2933,11890,2
41.034,27,30,2920,11496,2
40.677,29,29,2964,10811,2
40.981,27,29,2833,10657,2
39.994,27,27,2684,10946,2
40.489,29,27,2695,10689,2
39.924,31,30,2992,10861,2
39.934,33,29,2869,11916,2
40.207,29,32,2989,10723,2
40.651,30,30,2556,10970,2
40.356,29,30,2828,10603,2
40.665,28,30,3001,11207,2
39.955,29,29,2961,10758,2
39.986,27,27,2707,11446,2
40.021,28,29,2652,10874,2
40.001,30,29,2906,10936,2
40.753,30,30,2847,10945,2
40.077,30,29,2971,11763,2
39.923,32,31,2992,11107,2
40.819,29,30,2867,10837,2
40.028,31,31,2903,11885,2
40.683,29,31,2646,11802,2
39.912,32,35,2646,11852,2
40.008,32,35,2646,11905,2
40.124,31,30,2723,10744,2
40.801,30,29,2566,10852,2
40.191,31,29,2606,11952,2
39.992,32,31,2940,11581,2
40.788,31,31,2964,10846,2
40.756,31,31,2998,11518,2
40.044,29,30,2929,11805,2
40.189,29,28,2894,10891,2
40.129,29,30,2775,10701,2
40.176,29,29,2704,10655,2
40.052,29,30,2744,11857,2
40.007,31,31,2805,10962,2
40.152,28,29,2822,11239,2
39.994,30,29,2887,11195,2
40.521,30,31,2874,11812,2
39.907,37,37,3732,10857,2
39.996,30,31,2830,11867,2
39.994,31,32,2962,11960,2
39.932,30,30,2883,11797,2
40.082,30,30,2743,10679,2
