40.057,29,30,2745,10681
40.052,30,34,2710,11845
40.029,31,32,2803,10947
40.063,29,32,2858,11200
40.027,30,33,2893,11208
40.452,31,38,2845,11809
39.988,37,37,3712,10919
40.091,30,30,2903,11795
40.122,32,32,2980,11971
40.725,30,31,2814,11859
41.435,28,29,2735,10752
41.034,27,30,2605,10988
40.677,29,29,2639,10877
40.981,27,38,2616,11053
39.994,27,31,2690,11842
40.489,29,31,2691,10971
40.031,29,28,2607,11839
39.955,29,30,2736,10749
40.154,31,30,2746,11778
40.728,29,29,2663,10735
39.976,30,31,2795,10773
39.991,32,31,2874,11642
39.945,28,27,2561,10614
40.169,28,28,2583,10708
40.092,31,31,2715,10870
39.997,29,28,2599,10716
40.156,28,28,2685,10790
40.015,29,29,2594,10663
39.942,29,28,2633,10676
40.075,28,29,2661,10629
39.935,28,28,2594,10683
34.812,30,30,2744,10850
40.004,27,26,2554,10598
40.086,28,27,2561,10603
40.266,28,28,2836,10644
40.236,28,28,2847,10651
40.062,27,27,2735,10667
40.161,30,30,2911,10655
39.978,32,32,2943,11744
40.187,28,29,2823,10586
40.679,28,27,2777,11689
40.359,27,26,2694,11947
40.302,30,29,2822,10866
40.079,30,30,2787,11999
39.925,30,30,2922,10644
40.732,28,28,2955,11776
40.472,27,28,2662,11896
39.925,27,28,2621,11021
40.157,30,30,2863,11795
40.045,28,28,2939,11896
40.093,31,32,2985,10701
39.946,29,30,2857,10819
39.956,30,30,2848,12006
40.122,30,30,2864,11819
39.951,31,32,2967,11766
39.961,31,31,2848,11798
40.045,28,28,2746,10850
40.101,28,27,2822,11633
39.941,27,31,2900,10693
40.134,28,28,2844,10739
40.004,32,32,2935,11659
40.029,32,30,2869,11509
39.948,31,29,2812,11806
40.099,29,28,2652,10603
40.002,29,28,2585,11679
40.132,30,30,2709,11620
40.011,28,28,2607,11737
40.056,26,29,2715,10737
40.045,28,29,2693,10989
40.086,28,28,2597,11687
40.026,28,28,2760,11822
40.122,30,31,2876,11036
40.098,31,32,2970,11129
40.186,28,29,2608,10578
40.681,30,29,2767,10823
40.066,27,26,2678,10698
40.124,28,28,2874,11338
40.115,30,30,2934,11863
40.721,30,29,2897,11471
40.069,31,30,2898,10808
40.216,29,28,2865,10618
40.229,28,28,2701,10962
40.196,29,29,2692,10633
40.176,31,30,2886,10912
40.154,32,32,2904,11866
40.733,29,30,2882,10691
40.031,28,29,2543,10990
40.663,28,27,2816,10647
39.976,30,31,2945,11283
40.147,30,29,2943,10839
39.947,28,27,2705,11455
40.023,28,28,2703,10934
39.998,29,30,2915,10971
40.813,31,30,2856,10983
40.075,29,29,2943,11777
39.988,31,31,2960,11071
40.699,30,30,2856,10784
40.195,31,30,2953,11806
40.543,30,30,2957,10937
40.587,28,28,2750,11772
40.113,29,28,2706,10743
40.766,30,29,2903,11833
40.021,31,30,2944,10716
40.548,32,31,2924,10776
40.112,32,32,2929,11656
40.827,31,31,3021,10759
40.683,31,31,2989,11544
40.147,29,29,2935,11776
40.298,28,29,2899,10885
40.087,30,29,2786,10667
40.116,29,29,2780,10652
40.081,29,30,2727,11861
40.083,31,30,2754,10939
39.986,28,28,2892,11246
40.133,29,30,2901,11263
40.378,30,30,2843,11781
40.022,38,37,3684,10879
40.038,31,30,2793,11794
40.147,32,32,2985,11975
39.919,31,31,2879,11828
40.009,31,30,2753,10671
40.106,28,27,2574,11002
40.136,28,27,2555,10924
39.939,29,29,2675,11082
40.148,29,29,2654,11855
40.068,30,29,2738,10917
40.099,29,29,2593,11859
40.122,30,30,2702,10824
40.109,30,31,2806,11763
40.777,29,30,2752,10658
39.949,30,30,2780,10828
40.156,31,32,2851,11591
40.144,28,28,2593,10652
39.975,27,28,2606,10727
39.982,31,30,2761,10831
40.102,28,28,2672,10726
39.967,29,28,2701,10773
40.076,29,29,2658,10663
40.131,29,28,2682,10600
40.083,29,29,2610,10644
40.053,28,29,2631,10747
40.737,29,29,2744,10835
40.078,27,27,2572,10670
39.947,27,28,2578,10644
40.434,28,28,2830,10630
40.281,29,29,2770,10707
39.978,27,27,2713,10603
40.227,31,31,2908,10618
40.097,32,32,2927,11654
40.105,29,28,2828,10673
40.667,27,27,2766,11660
40.364,27,27,2670,11858
40.193,29,29,2777,10878
40.035,30,30,2837,11951
40.036,29,30,2885,10726
40.862,29,29,2895,11771
40.273,27,28,2669,11840
40.026,28,28,2612,11057
40.004,31,31,2900,11822
40.079,28,28,2844,11865
40.229,31,32,2935,10755
39.903,30,30,2869,10861
40.105,30,29,2812,11987
40.144,31,30,2878,11820
39.916,32,31,2920,11846
39.949,30,30,2943,11778
39.915,29,28,2735,10867
40.071,27,27,2904,11724
40.061,28,28,2804,10608
40.049,29,29,2797,10806
39.963,32,31,2949,11693
39.998,31,31,2759,11481
40.116,30,30,2800,11795
40.098,30,30,2884,10646
40.012,28,29,2748,11731
40.003,31,31,2948,11651
40.173,27,27,2851,11751
40.029,27,26,2657,10655
39.997,28,28,2849,11004
40.324,30,28,2876,11689
40.584,29,28,2756,11797
40.161,29,27,2924,11045
41.554,30,30,2929,11114
40.977,31,31,2672,10642
40.601,33,28,2829,10840
41.398,29,27,2623,10718
40.725,30,26,2849,11373
41.435,28,30,2933,11890
41.034,27,30,2920,11496
40.677,29,29,2964,10811
40.981,27,29,2833,10657
39.994,27,27,2684,10946
40.489,29,27,2695,10689
39.924,31,30,2992,10861
39.934,33,29,2869,11916
40.207,29,32,2989,10723
40.651,30,30,2556,10970
40.356,29,30,2828,10603
40.665,28,30,3001,11207
39.955,29,29,2961,10758
39.986,27,27,2707,11446
40.021,28,29,2652,10874
40.001,30,29,2906,10936
40.753,30,30,2847,10945
40.077,30,29,2971,11763
39.923,32,31,2992,11107
40.819,29,30,2867,10837
40.028,31,31,2903,11885
40.683,29,31,2646,11802
39.912,32,35,2646,11852
40.008,32,35,2646,11905
40.124,31,30,2723,10744
40.801,30,29,2566,10852
40.191,31,29,2606,11952
39.992,32,31,2940,11581
40.788,31,31,2964,10846
40.756,31,31,2998,11518
40.044,29,30,2929,11805
40.189,29,28,2894,10891
40.129,29,30,2775,10701
40.176,29,29,2704,10655
40.052,29,30,2744,11857
40.007,31,31,2805,10962
40.152,28,29,2822,11239
39.994,30,29,2887,11195
40.521,30,31,2874,11812
39.907,37,37,3732,10857
39.996,30,31,2830,11867
39.994,31,32,2962,11960
39.932,30,30,2883,11797
40.082,30,30,2743,10679
39.998,27,27,2589,11046
40.045,28,27,2597,10887
40.256,31,30,2686,11767
40.344,31,29,2885,10982
39.981,31,32,2999,11886
41.077,31,30,2791,11019
40.094,29,38,2743,11724
40.042,31,34,2922,11644
40.105,28,35,2892,11725
40.042,32,35,2689,10698
40.046,31,38,2890,10982
40.036,30,29,2906,11732
40.094,29,38,2782,11842
40.042,31,34,2790,10634
39.999,29,29,2640,10748
39.968,28,29,2676,10789
40.098,29,28,2645,10644
40.053,28,28,2675,10660
40.072,28,28,2684,10647
40.106,28,28,2623,10691
39.725,30,30,2758,10853
40.054,27,27,2540,10608
40.124,28,27,2650,10600
40.279,28,28,2779,10667
40.395,28,28,2789,10671
40.067,28,27,2676,10646
40.244,31,30,2930,10585
40.124,31,31,2949,11736
40.051,28,28,2815,10670
40.548,28,27,2789,11667
40.406,27,26,2623,11935
40.262,29,30,2806,10848
40.114,31,30,2792,11969
40.023,29,29,2840,10673
40.763,28,29,2883,11710
40.455,27,27,2712,11872
39.979,27,27,2681,11068
40.063,30,30,2924,11889
40.118,29,29,2860,11890
40.052,31,32,2893,10764
39.928,29,30,2868,10856
40.053,30,30,2901,11957
40.181,30,30,2942,11845
39.984,32,31,2946,11815
40.128,30,30,2902,11849
40.119,29,28,2707,10874
40.165,28,28,2882,11706
40.021,27,27,2736,10662
39.974,28,28,2818,10816
40.027,32,31,3004,11675
39.984,32,32,2773,11484
40.099,31,31,2855,11790
40.145,29,29,2904,10641
40.156,29,29,2751,11759
40.154,31,30,2943,11668
40.106,28,27,2871,11691
40.101,27,27,2701,10739
40.134,28,28,2892,11013
40.001,29,29,2924,11708
40.107,28,28,2741,11877
40.137,31,31,2915,11086
40.088,31,31,2944,11075
40.169,28,28,2669,10646
40.692,29,29,2799,10785
40.063,27,26,2640,10717
40.108,27,28,2844,11336
40.161,31,30,2962,11923
40.833,29,30,2896,11482
40.029,30,31,2981,10852
40.133,29,28,2818,10656
40.131,28,27,2780,10943
40.068,28,29,2724,10655
39.957,30,31,2919,10931
39.928,32,31,2874,11888
40.772,30,30,2989,10657
40.121,28,28,2565,10902
40.604,27,28,2819,10607
40.062,30,31,2971,11228
39.987,29,30,2942,10833
39.962,28,27,2745,11503
40.103,28,29,2691,10910
40.116,29,30,2915,10962
40.744,30,30,2899,10997
40.179,29,30,2990,11735
40.138,32,31,2998,11108
40.643,29,30,2924,10783
40.111,30,31,3008,11835
40.642,31,30,2970,10979
40.576,29,29,2797,11818
40.125,29,28,2660,10795
40.664,29,29,2888,11766
40.054,30,31,3043,10667
40.615,31,31,2912,10781
39.951,31,31,2967,11619
40.794,30,31,3014,10845
40.842,30,30,3047,11545
40.683,29,31,2646,11802
39.912,32,35,2646,11852
40.008,32,35,2646,11905
40.124,31,30,2723,10744
40.801,30,29,2566,10852
40.073,30,30,2797,10928
40.067,29,28,2805,11194
40.109,29,30,2858,11198
40.407,31,31,2873,11807
39.998,38,37,3768,10878
39.955,31,30,2855,11797
40.153,31,31,2921,11934
40.147,30,31,2829,11865
40.151,30,30,2790,10677
39.979,28,27,2554,11009
40.031,27,28,2588,10901
40.134,29,29,2647,11052
40.087,29,28,2648,11805
40.032,30,29,2767,10914
40.079,28,28,2640,11785
40.077,29,29,2650,10749
39.932,30,30,2772,11822
40.834,29,30,2724,10694
40.105,30,30,2765,10775
39.987,32,32,2866,11628
39.924,28,28,2641,10619
40.145,28,28,2585,10706
40.116,31,30,2709,10850
40.155,29,28,2607,10727
40.079,28,29,2715,10810
40.128,28,29,2693,10622
39.979,29,28,2597,10599
40.051,29,28,2667,10653
39.963,29,28,2671,10748
34.678,29,30,2744,10835
39.978,26,27,2540,10671
40.118,27,28,2580,10628
40.415,28,28,2736,10629
40.382,28,28,2804,10711
40.021,27,27,2722,10634
40.232,31,31,2947,10628
40.199,31,32,2952,11699
40.021,29,29,2775,10649
40.491,27,27,2852,11594
40.253,26,27,2684,11921
40.296,29,29,2748,10852
40.036,30,31,2871,11966
40.126,29,30,2872,10674
40.909,28,29,2893,11789
40.477,28,27,2657,11886
39.946,27,28,2614,11044
40.134,30,30,2886,11807
40.125,28,29,2842,11880
40.188,32,31,2922,10735
39.958,29,29,2916,10844
40.002,30,29,2896,11993
40.165,31,31,2839,11844
40.038,31,32,2931,11759
39.917,31,31,2870,11839
39.961,29,29,2743,10829
40.145,28,27,2851,11667
40.008,28,28,2761,10624
39.982,29,28,2816,10762
40.049,31,32,2989,11671
40.149,31,31,2861,11536
40.158,31,31,2796,11762
39.963,30,30,2879,10627
40.109,28,28,2777,11694
40.018,31,31,2869,11626
40.185,27,27,2886,11726
39.959,26,26,2714,10708
40.019,29,28,2881,10971
39.935,29,29,2863,11764
40.053,28,28,2748,11829
40.124,31,31,2868,11066
40.076,31,31,2977,11121
40.211,28,28,2651,10619
40.879,29,29,2761,10762
40.197,27,27,2651,10702
39.972,28,27,2895,11359
40.191,30,31,2993,11931
40.811,29,30,2847,11562
39.988,30,30,2991,10803
40.238,29,29,2785,10653
40.193,28,28,2769,10969
40.132,29,28,2666,10622
40.138,31,30,2875,10941
40.011,31,31,2981,11871
40.714,33,31,2779,10977
38.959,27,34,2861,11040
40.429,28,31,2935,11827
39.865,32,31,2983,10935
41.632,27,29,2801,10694
40.282,28,28,2537,10777
40.809,28,33,2790,11599
39.038,29,31,2780,10821
40.947,27,38,2910,11509
40.742,29,28,2894,11810
40.243,30,30,3003,10919
40.094,30,28,2944,10681
40.017,31,33,2621,10688
41.241,29,27,2336,11826
40.193,29,29,2777,10878
40.035,30,30,2837,11951
40.036,29,30,2885,10726
40.862,29,29,2895,11771
40.588,31,32,2955,10825
39.966,31,31,2983,11630
40.778,31,31,2988,10769
40.859,31,31,2991,11482
40.141,29,30,2874,11779
40.336,29,29,2803,10887
40.039,30,29,2761,10737
40.131,28,29,2790,10682
40.122,29,30,2673,11858
39.928,31,30,2761,10984
40.121,29,29,2834,11233
40.028,29,29,2929,11166
40.524,30,31,2803,11772
